lambda,mu,gamma,k,objective_value,num_features,selected_features
1.0,20.0,50.0,25,31074.129786930902,27,"Apparent_Power,dImean_dt,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Idiff_ab,Power_VaIa,Power_VcIc,Vmean,Vc,Idiff_bc,Ic_rollstd,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,Vb_rollstd,Vc_rollmean,dVb_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ib_Ic_ratio"
1.0,20.0,50.0,30,45163.814886267144,30,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ic,Power_VaIa,Power_VcIc,Iref_rollstd,Va,Idiff_bc,Ia_rollstd,Vdiff_ca,Vdiff_bc,Vstd,is_THD_below_nominal,THD_rollstd,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,dVb_dt,Va_rollmean,THD_rollmean,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,Power_factor,is_voltage_spike_ca"
1.0,20.0,100.0,5,-37483.71442351116,25,"Iref_error,Ia_rollmean,Iref_rollmean,Ic,Ib,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Vc,Ic_rollstd,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,dIc_dt,dVa_dt,Vc_rollmean,Va_rollmean,THD_rollmean,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_current"
1.0,20.0,100.0,10,-4386.740181136131,22,"Apparent_Power,Ic_rollmean,Ib_rollmean,Iref_rollmean,Ic,Power_VbIb,Istd,Power_VaIa,Vb,THD,Vdiff_bc,Vstd,THD_rollstd,is_current_surge,dIc_dt,dVa_dt,Va_rollmean,dTHD_dt,Vc_rollstd,Ic_Ia_ratio,Power_factor,is_voltage_spike_ca"
1.0,20.0,100.0,15,16272.671737638424,23,"dImean_dt,Iref_error,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Istd,Power_VcIc,Ia_rollstd,Vdiff_ab,Vdiff_bc,dVc_dt,dVa_dt,Iref,dVb_dt,Vb_rollmean,THD_rollmean,dTHD_dt,Va_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,is_voltage_spike_ca"
1.0,20.0,100.0,20,39200.10848770773,23,"Apparent_Power,Iref_error,Ia_rollmean,Iref_rollmean,Istd,Vb,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_current_imbalanced,THD_rollstd,dIc_dt,Vb_rollstd,Va_rollmean,THD_rollmean,Va_rollstd,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_zero_current"
1.0,20.0,100.0,25,60957.57528342767,29,"Apparent_Power,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Ia,Ib,Idiff_ab,Vmean,Iref_rollstd,Vc,Idiff_bc,Ic_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,is_current_surge,dVc_dt,Vb_rollstd,Vb_rollmean,Va_rollmean,dIref_dt,dTHD_dt,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ab,is_zero_Iref"
1.0,20.0,100.0,30,90127.27948108752,30,"dImean_dt,Iref_error,Imean,Ib_rollmean,Iref_rollmean,Ic,Ia,Ib,Idiff_ab,Power_VbIb,Istd,Iref_rollstd,Ib_rollstd,Vdiff_ca,Vstd,THD_rollstd,dIb_dt,is_current_surge,dVa_dt,Vc_rollmean,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
1.0,50.0,0.1,5,975.5295111499595,36,"Apparent_Power,dImean_dt,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ia,Idiff_ab,Istd,Power_VaIa,Vmean,Iref_rollstd,Ib_rollstd,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,Iref,dVb_dt,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_bc"
1.0,50.0,0.1,10,957.6777216755532,34,"Apparent_Power,dImean_dt,Iref_rollmean,Ic,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Vb,Vc,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ca,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,dIc_dt,Vb_rollstd,Iref,Vc_rollmean,Vb_rollmean,dIref_dt,dTHD_dt,Vc_rollstd,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_bc,is_zero_current"
1.0,50.0,0.1,15,1121.0440383135979,40,"Apparent_Power,dImean_dt,Iref_error,Imean,Ic_rollmean,Iref_rollmean,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,Vb_rollstd,Iref,Vc_rollmean,dVb_dt,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor,is_voltage_spike_bc,is_zero_current"
1.0,50.0,0.1,20,1515.5435968202567,38,"Iref_error,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Ib_rollstd,Vb,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,dVc_dt,Iref,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
1.0,50.0,0.1,25,1745.3862351390424,42,"Apparent_Power,dImean_dt,Iref_error,Imean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Vb,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,dIc_dt,Vb_rollstd,Iref,dVb_dt,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
1.0,50.0,0.1,30,1210.7341101882248,38,"Apparent_Power,dImean_dt,Iref_error,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Vb,Vc,Idiff_bc,Ic_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,Vb_rollstd,Iref,Vc_rollmean,dVb_dt,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
1.0,50.0,0.5,5,619.3676651734698,28,"Imean,Ic_rollmean,Iref_rollmean,Ic,Idiff_ab,Power_VbIb,Istd,Power_VcIc,Vmean,Vc,Idiff_bc,Ic_rollstd,Ia_rollstd,THD,Vdiff_ca,is_current_imbalanced,is_THD_below_nominal,is_current_surge,dVa_dt,Iref,dTHD_dt,Va_rollstd,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_bc,is_zero_current"
1.0,50.0,0.5,10,1030.3282375612089,37,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Iref_rollmean,Ib,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,dIc_dt,Vb_rollstd,dVa_dt,Iref,dVb_dt,Va_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,dIa_dt,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc"
1.0,50.0,0.5,15,991.1694020773061,32,"Iref_error,Ib_rollmean,Iref_rollmean,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vc,Va,Idiff_bc,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,is_current_surge,dIc_dt,Vb_rollstd,Iref,dVb_dt,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
1.0,50.0,0.5,20,1141.306138341707,37,"Iref_error,Imean,Ic_rollmean,Ib_rollmean,Iref_rollmean,Ib,Power_VbIb,Istd,Power_VaIa,Iref_rollstd,Vb,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,Iref,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
1.0,50.0,0.5,25,1365.5715505335318,41,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ib_rollmean,Iref_rollmean,Ib,Istd,Power_VaIa,Power_VcIc,Ib_rollstd,Vb,Va,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,Vb_rollstd,Iref,Vc_rollmean,dVb_dt,Vb_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
1.0,50.0,0.5,30,1697.7938434061423,36,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Istd,Power_VcIc,Iref_rollstd,Ib_rollstd,Va,Idiff_bc,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,dIc_dt,dVc_dt,Iref,dVb_dt,Va_rollmean,THD_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
1.0,50.0,1.0,5,329.9520461479931,31,"Iref_error,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Vb,Ic_rollstd,Vdiff_ab,THD,Vdiff_ca,Vdiff_bc,Vstd,is_current_surge,Iref,Vb_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Ia_Ib_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca"
1.0,50.0,1.0,10,652.4756731019507,33,"dImean_dt,Iref_error,Imean,Ia_rollmean,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Iref_rollstd,Ib_rollstd,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_bc,Vstd,THD_rollstd,dIb_dt,is_current_surge,Iref,Vc_rollmean,Va_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_voltage_spike_ca"
1.0,50.0,1.0,15,993.3714988913057,35,"Apparent_Power,dImean_dt,Iref_error,Imean,Ia_rollmean,Iref_rollmean,Ic,Ia,Idiff_ab,Power_VbIb,Power_VaIa,Iref_rollstd,Ib_rollstd,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,THD,Vdiff_bc,Vstd,THD_rollstd,dIb_dt,is_current_surge,dVb_dt,Va_rollmean,THD_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_zero_current"
1.0,50.0,1.0,20,1399.8178496092821,27,"Iref_error,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Power_VaIa,Vb,Idiff_bc,Ia_rollstd,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,dVc_dt,Iref,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca"
1.0,50.0,1.0,25,1490.5427458111699,41,"dImean_dt,Iref_error,Ic,Ia,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Vb,Vc,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,Iref,dVb_dt,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
1.0,50.0,1.0,30,2198.5022177075266,36,"Apparent_Power,dImean_dt,Iref_error,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Iref_rollstd,Ib_rollstd,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,dIc_dt,dVc_dt,Iref,dVb_dt,Va_rollmean,dIref_dt,dTHD_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca"
1.0,50.0,2.0,5,-777.1562483413495,28,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ic,Ia,Ib,Idiff_ab,Vmean,Vb,Ia_rollstd,Vdiff_bc,is_current_imbalanced,dIb_dt,is_current_surge,dVc_dt,Vb_rollstd,dVb_dt,Va_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc"
1.0,50.0,2.0,10,302.7085681179964,27,"Apparent_Power,Imean,Ia_rollmean,Iref_rollmean,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Iref_rollstd,Idiff_bc,Ic_rollstd,Idiff_ca,Vdiff_ca,Vstd,is_current_imbalanced,is_THD_below_nominal,is_current_surge,Vb_rollstd,Iref,Vb_rollmean,dIref_dt,dTHD_dt,Va_rollstd,dIa_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca"
1.0,50.0,2.0,15,802.4742469091105,31,"dImean_dt,Iref_error,Imean,Iref_rollmean,Ic,Power_VbIb,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,THD,Vdiff_bc,Vstd,THD_rollstd,dIb_dt,is_current_surge,Iref,Vc_rollmean,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca"
1.0,50.0,2.0,20,1503.2382872816083,27,"Imean,Iref_rollmean,Ic,Power_VbIb,Power_VaIa,Power_VcIc,Vb,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,is_THD_below_nominal,dVa_dt,Iref,Vc_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca"
1.0,50.0,2.0,25,2184.254402032943,32,"Iref_error,Imean,Iref_rollmean,Ic,Ib,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Vb,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vstd,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,Vb_rollstd,dVa_dt,Iref,dVb_dt,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ab,is_voltage_spike_ca"
1.0,50.0,2.0,30,2575.1697616263086,35,"Apparent_Power,dImean_dt,Imean,Iref_rollmean,Idiff_ab,Power_VbIb,Istd,Power_VcIc,Vmean,Ib_rollstd,Vb,Ic_rollstd,Idiff_ca,Ia_rollstd,THD,Vdiff_ca,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,dIc_dt,Iref,Vc_rollmean,Va_rollmean,dIref_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_bc,is_zero_current"
1.0,50.0,5.0,5,-1538.5372591838964,24,"Ic_rollmean,Ib_rollmean,Iref_rollmean,Ia,Power_VbIb,Istd,Vmean,Vb,Idiff_bc,Ic_rollstd,THD_rollstd,dIc_dt,Vb_rollstd,dVa_dt,Vc_rollmean,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_bc"
1.0,50.0,5.0,10,-262.09110538892617,22,"Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ic,Idiff_ab,Power_VbIb,Power_VaIa,Vmean,Iref_rollstd,Ib_rollstd,Vc,THD,Vdiff_bc,is_THD_below_nominal,dIb_dt,is_current_surge,Va_rollmean,dIa_dt,is_zero_Iref,is_voltage_spike_ca,is_zero_current"
1.0,50.0,5.0,15,1101.1813750710967,25,"Iref_error,Iref_rollmean,Idiff_ab,Power_VbIb,Istd,Ib_rollstd,Vc,Idiff_bc,Ic_rollstd,Ia_rollstd,THD,Vstd,dIb_dt,dIc_dt,dVc_dt,Vc_rollmean,Vb_rollmean,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,is_voltage_spike_ab,Power_factor,is_voltage_spike_ca"
1.0,50.0,5.0,20,2172.9308018690817,25,"Ic_rollmean,Istd,Power_VcIc,Ib_rollstd,Vc,Idiff_bc,Ic_rollstd,Vdiff_ab,THD,Vdiff_ca,Vdiff_bc,THD_rollstd,is_current_surge,Vb_rollstd,Iref,Vc_rollmean,Vb_rollmean,dIref_dt,Vc_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_zero_Iref,Power_factor,is_voltage_spike_bc,is_zero_current"
1.0,50.0,5.0,25,3900.5527800292584,30,"Apparent_Power,dImean_dt,Iref_error,Imean,Iref_rollmean,Ib,Idiff_ab,Idiff_bc,Ic_rollstd,Vdiff_ab,Vdiff_ca,Vstd,dIb_dt,is_current_surge,Vb_rollstd,Iref,Vc_rollmean,dVb_dt,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_zero_current"
1.0,50.0,5.0,30,5325.644973659528,37,"dImean_dt,Iref_error,Ic_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Istd,Power_VcIc,Ib_rollstd,Vb,Vc,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vstd,dIb_dt,is_current_surge,Vb_rollstd,Iref,Vc_rollmean,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_zero_current"
1.0,50.0,10.0,5,-4431.108045451493,27,"Apparent_Power,Iref_error,Imean,Ib_rollmean,Ia,Idiff_ab,Power_VcIc,Vmean,Iref_rollstd,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,is_THD_below_nominal,dIb_dt,dIc_dt,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,dIref_dt,Vc_rollstd,Va_rollstd,dIa_dt,is_zero_Iref,is_zero_current"
1.0,50.0,10.0,10,-723.9123801322748,24,"Apparent_Power,Ic_rollmean,Ia_rollmean,Ic,Idiff_ab,Power_VbIb,Vmean,Idiff_bc,Ic_rollstd,Ia_rollstd,THD,Vdiff_ca,Vdiff_bc,dIb_dt,dVb_dt,dIref_dt,dTHD_dt,Vc_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_bc"
1.0,50.0,10.0,15,1808.0020262547455,21,"dImean_dt,Iref_error,Imean,Iref_rollmean,Ic,Power_VaIa,Iref_rollstd,Vc,Va,Idiff_bc,Ia_rollstd,Vdiff_ca,dIc_dt,dVc_dt,Vb_rollstd,Vb_rollmean,Va_rollmean,THD_rollmean,dTHD_dt,Ib_Ic_ratio,is_voltage_spike_bc"
1.0,50.0,10.0,20,3634.1283681436485,27,"Iref_error,Ic,Ia,Ib,Idiff_ab,Vmean,Iref_rollstd,Vb,Va,Ia_rollstd,Vdiff_ca,Vstd,is_current_surge,dIc_dt,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,Va_rollmean,THD_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_bc"
1.0,50.0,10.0,25,6949.411022983906,28,"Apparent_Power,Iref_error,Ic_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VcIc,Vmean,Idiff_bc,Ic_rollstd,Vstd,dIb_dt,is_current_surge,dVc_dt,dVa_dt,Iref,Va_rollmean,THD_rollmean,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_zero_current"
1.0,50.0,10.0,30,9896.900973155289,32,"Apparent_Power,Iref_error,Ib_rollmean,Iref_rollmean,Ic,Power_VbIb,Power_VaIa,Power_VcIc,Iref_rollstd,Ib_rollstd,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,is_current_surge,Iref,Vc_rollmean,dVb_dt,Va_rollmean,THD_rollmean,Vc_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc"
1.0,50.0,20.0,5,-13099.085898267207,31,"Apparent_Power,Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Ib,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Iref_rollstd,Vb,Ic_rollstd,Idiff_ca,Vdiff_ab,Vdiff_ca,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,is_current_surge,dVc_dt,Vb_rollstd,dVa_dt,dTHD_dt,Vc_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_zero_Iref,Power_factor,is_voltage_spike_ca"
1.0,50.0,20.0,10,-460.34109225146847,21,"Iref_error,Imean,Ic_rollmean,Ib_rollmean,Istd,Idiff_ca,THD,Vdiff_ca,is_current_imbalanced,dIb_dt,is_current_surge,dIc_dt,dVc_dt,Vb_rollmean,Va_rollmean,dTHD_dt,Vc_rollstd,Ib_Ic_ratio,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
1.0,50.0,20.0,15,2102.8642493484317,27,"Apparent_Power,Iref_error,Ic_rollmean,Ib_rollmean,Iref_rollmean,Ic,Ib,Power_VbIb,Istd,Vmean,Va,Ic_rollstd,Vdiff_ab,THD,Vstd,is_THD_below_nominal,THD_rollstd,is_current_surge,dIc_dt,Vb_rollstd,Iref,Vc_rollstd,Va_rollstd,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca"
1.0,50.0,20.0,20,7818.858718172471,25,"dImean_dt,Iref_error,Iref_rollmean,Ib,Vmean,Iref_rollstd,Ic_rollstd,Idiff_ca,Vdiff_ab,Vdiff_ca,Vdiff_bc,Vstd,is_THD_below_nominal,dIc_dt,Vb_rollstd,Vb_rollmean,Va_rollmean,THD_rollmean,dTHD_dt,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
1.0,50.0,20.0,25,12931.71468304875,27,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Iref_rollstd,Vb,Idiff_bc,Idiff_ca,THD,Vdiff_bc,is_THD_below_nominal,THD_rollstd,Vb_rollstd,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,dTHD_dt,is_zero_Iref,is_voltage_spike_ca"
1.0,50.0,20.0,30,18796.46048919945,32,"dImean_dt,Imean,Iref_rollmean,Istd,Power_VaIa,Power_VcIc,Ib_rollstd,Vb,Va,Idiff_bc,Ic_rollstd,Vdiff_bc,Vstd,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,dVc_dt,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,Va_rollmean,THD_rollmean,Ia_Ib_ratio,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
1.0,50.0,50.0,5,-20732.16117389704,26,"dImean_dt,Ib_rollmean,Ic,Ia,Idiff_ab,Power_VbIb,Power_VcIc,Vb,Va,Idiff_bc,Ic_rollstd,Vstd,THD_rollstd,is_current_surge,dVc_dt,Vc_rollmean,dVb_dt,Vb_rollmean,Va_rollmean,dTHD_dt,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_current"
1.0,50.0,50.0,10,-9201.358244315234,27,"dImean_dt,Ib_rollmean,Power_VbIb,Power_VaIa,Vmean,Ib_rollstd,Vb,Vc,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,THD,is_current_imbalanced,is_THD_below_nominal,dIb_dt,dVc_dt,Iref,dVb_dt,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
1.0,50.0,50.0,15,6355.335975324,25,"Iref_error,Ia_rollmean,Iref_rollmean,Idiff_ab,Ib_rollstd,Vb,Vc,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,is_THD_below_nominal,dIc_dt,dVc_dt,Iref,Vc_rollmean,Vb_rollmean,Va_rollmean,dTHD_dt,Ic_Ia_ratio,dIa_dt,Power_factor,is_voltage_spike_bc"
