lambda,mu,gamma,k,objective_value,num_features,selected_features
20.0,50.0,5.0,25,3855.223752630884,28,"dImean_dt,Iref_error,Iref_rollmean,Ia,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Ib_rollstd,Vb,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,is_current_imbalanced,is_THD_below_nominal,is_current_surge,Iref,Vc_rollmean,Va_rollmean,dTHD_dt,Va_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,is_voltage_spike_bc"
20.0,50.0,5.0,30,5477.8651421150325,33,"Iref_error,Ib_rollmean,Iref_rollmean,Ib,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vb,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,THD,Vdiff_bc,Vstd,is_current_imbalanced,dIb_dt,is_current_surge,dVc_dt,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,Va_rollmean,THD_rollmean,dTHD_dt,Ic_Ia_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
20.0,50.0,10.0,5,-3910.3602346611287,25,"dImean_dt,Imean,Ic_rollmean,Ib_rollmean,Iref_rollmean,Ia,Vmean,Iref_rollstd,Vb,Vc,Va,Idiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,dVc_dt,Iref,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,THD_rollmean,dIa_dt,is_zero_current"
20.0,50.0,10.0,10,-2796.294890802895,30,"Apparent_Power,dImean_dt,Ic_rollmean,Iref_rollmean,Ia,Ib,Power_VbIb,Istd,Power_VcIc,Vmean,Ib_rollstd,Vc,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,THD,Vdiff_ca,Vdiff_bc,Vstd,dIc_dt,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,50.0,10.0,15,520.5341530057239,29,"Apparent_Power,Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Ia,Ib,Idiff_bc,Ic_rollstd,Idiff_ca,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,Vb_rollstd,dVa_dt,Vb_rollmean,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,50.0,10.0,20,3862.1505353284256,24,"Ic_rollmean,Ib_rollmean,Ic,Istd,Power_VaIa,Vmean,Iref_rollstd,Ib_rollstd,Vb,Idiff_bc,Idiff_ca,THD,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,Vb_rollstd,Vc_rollmean,Vb_rollmean,dTHD_dt,Va_rollstd,Ib_Ic_ratio,is_zero_current"
20.0,50.0,10.0,25,6356.578267696283,28,"Iref_error,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ia,Ib,Idiff_ab,Istd,Power_VcIc,Iref_rollstd,Va,Idiff_bc,Idiff_ca,Vdiff_ab,THD,Vdiff_ca,Vstd,is_current_imbalanced,is_current_surge,dVc_dt,dVa_dt,dVb_dt,Va_rollmean,dIref_dt,dTHD_dt,Ia_Ib_ratio,dIa_dt,Ib_Ic_ratio"
20.0,50.0,10.0,30,9877.254101939741,33,"Apparent_Power,dImean_dt,Iref_error,Iref_rollmean,Power_VbIb,Power_VcIc,Iref_rollstd,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Vdiff_ab,THD,Vstd,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,dIc_dt,dVc_dt,Vb_rollstd,Iref,Vc_rollmean,dVb_dt,Va_rollmean,THD_rollmean,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,50.0,20.0,5,-6765.041595963872,24,"Apparent_Power,Ic_rollmean,Ib_rollmean,Ia_rollmean,Ic,Istd,Power_VaIa,Power_VcIc,Vb,Idiff_bc,Vdiff_ab,Vdiff_ca,Vdiff_bc,is_THD_below_nominal,dIb_dt,dIc_dt,dVc_dt,dVa_dt,Va_rollmean,Ia_Ib_ratio,Ic_Ia_ratio,Ib_Ic_ratio,Power_factor,is_zero_current"
20.0,50.0,20.0,10,-2516.8777670805393,25,"dImean_dt,Ib_rollmean,Iref_rollmean,Ib,Power_VbIb,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Vb,Vc,Va,Idiff_ca,THD,THD_rollstd,dIb_dt,dIc_dt,dVa_dt,THD_rollmean,dTHD_dt,Vc_rollstd,dIa_dt,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
20.0,50.0,20.0,15,1141.4533521741987,28,"Apparent_Power,Iref_error,Imean,Ic_rollmean,Ib_rollmean,Iref_rollmean,Ic,Ib,Power_VbIb,Power_VaIa,Iref_rollstd,Vc,Idiff_bc,Idiff_ca,Vdiff_ab,Vdiff_bc,Vstd,dIb_dt,dVa_dt,Iref,Vc_rollmean,Vb_rollmean,dTHD_dt,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_zero_Iref,is_zero_current"
20.0,50.0,20.0,20,6986.646128329188,28,"Apparent_Power,Ia_rollmean,Ic,Ib,Istd,Power_VaIa,Vmean,Iref_rollstd,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vstd,THD_rollstd,is_current_surge,dVc_dt,Vb_rollstd,dVa_dt,Vc_rollmean,THD_rollmean,dTHD_dt,Ia_Ib_ratio,Ib_Ic_ratio,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,50.0,20.0,25,13008.505585613553,27,"Apparent_Power,Iref_error,Ic_rollmean,Iref_rollmean,Ic,Ia,Idiff_ab,Istd,Power_VaIa,Power_VcIc,Va,Idiff_bc,Idiff_ca,Ia_rollstd,Vdiff_ab,THD,THD_rollstd,is_current_surge,dVb_dt,Va_rollmean,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ab,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
20.0,50.0,20.0,30,19051.48397198853,30,"Apparent_Power,Iref_rollmean,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Vc,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,dVa_dt,Iref,dVb_dt,dIref_dt,Ic_Ia_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca"
20.0,50.0,50.0,5,-25232.141288920768,28,"dImean_dt,Ic_rollmean,Ib_rollmean,Ia,Ib,Idiff_ab,Power_VaIa,Vmean,Ib_rollstd,Vb,Idiff_ca,THD,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,dIc_dt,Vb_rollstd,Iref,Vc_rollmean,dVb_dt,Vb_rollmean,Ia_Ib_ratio,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor"
20.0,50.0,50.0,10,-9155.543879009478,27,"dImean_dt,Iref_error,Ic_rollmean,Ib_rollmean,Ia,Ib,Power_VbIb,Iref_rollstd,Ib_rollstd,Vc,Va,Idiff_ca,THD,Vdiff_bc,Vstd,is_current_imbalanced,dIb_dt,is_current_surge,Vb_rollstd,Vc_rollmean,dVb_dt,Va_rollmean,THD_rollmean,dTHD_dt,Va_rollstd,Ia_Ib_ratio,is_voltage_spike_ca"
20.0,50.0,50.0,15,4111.426427980297,27,"Apparent_Power,Ic,Ia,Ib,Power_VcIc,Vmean,Ib_rollstd,Vb,Vc,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vstd,is_current_imbalanced,THD_rollstd,dIb_dt,dIc_dt,dVc_dt,Vb_rollstd,Iref,Vc_rollmean,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor"
20.0,50.0,50.0,20,19943.391528871605,22,"Apparent_Power,Ic_rollmean,Ic,Idiff_ab,Vb,Va,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_current_imbalanced,dIb_dt,is_current_surge,dIc_dt,dVb_dt,dTHD_dt,Ia_Ib_ratio,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca"
20.0,50.0,50.0,25,31535.803684214203,25,"Apparent_Power,dImean_dt,Iref_error,Ib_rollmean,Iref_rollmean,Ib,Power_VaIa,Vmean,Vb,Idiff_bc,Idiff_ca,Vdiff_ab,THD,Vdiff_ca,Vstd,is_THD_below_nominal,THD_rollstd,dIc_dt,dVc_dt,Iref,Vb_rollmean,THD_rollmean,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor"
20.0,50.0,50.0,30,45600.85424094673,31,"Apparent_Power,Imean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ia,Power_VbIb,Power_VaIa,Vmean,Iref_rollstd,Vc,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_ca,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,Iref,Vc_rollmean,dVb_dt,Va_rollmean,dIref_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_zero_current"
20.0,50.0,100.0,5,-33267.24202548968,24,"Iref_error,Imean,Iref_rollmean,Ia,Ib,Idiff_ab,Istd,Power_VaIa,Power_VcIc,Vc,Vdiff_ab,Vdiff_ca,Vstd,is_current_imbalanced,is_THD_below_nominal,dIc_dt,Vb_rollstd,Iref,dVb_dt,THD_rollmean,Ic_Ia_ratio,dIa_dt,Power_factor,is_voltage_spike_bc"
20.0,50.0,100.0,10,-4323.100342326778,22,"Apparent_Power,Imean,Ic_rollmean,Ic,Ia,Power_VbIb,Istd,Power_VaIa,Iref_rollstd,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_bc,THD_rollstd,dIb_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ib_Ic_ratio,is_zero_Iref,Power_factor"
20.0,50.0,100.0,15,12822.976965588949,25,"Apparent_Power,Iref_error,Imean,Ia_rollmean,Idiff_ab,Istd,Power_VaIa,Vmean,Iref_rollstd,Vb,Vc,Idiff_bc,Ic_rollstd,THD,Vstd,is_current_imbalanced,dIb_dt,Vc_rollmean,Vb_rollmean,THD_rollmean,Va_rollstd,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_bc"
20.0,50.0,100.0,20,39112.678862983,23,"dImean_dt,Ic_rollmean,Ib_rollmean,Idiff_ab,Power_VbIb,Power_VcIc,Vc,Va,Ic_rollstd,Idiff_ca,Ia_rollstd,is_current_imbalanced,THD_rollstd,dIb_dt,is_current_surge,dVc_dt,dVa_dt,Iref,THD_rollmean,Va_rollstd,Ib_Ic_ratio,is_zero_Iref,is_voltage_spike_bc"
20.0,50.0,100.0,25,60917.00830938785,29,"Apparent_Power,dImean_dt,Ia_rollmean,Ic,Ia,Ib,Istd,Vb,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Vdiff_ab,Vdiff_ca,Vstd,is_current_imbalanced,THD_rollstd,dIb_dt,dVc_dt,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,Va_rollmean,THD_rollmean,Vc_rollstd,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
20.0,50.0,100.0,30,90404.12444587574,30,"Apparent_Power,dImean_dt,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ia,Ib,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Idiff_bc,Idiff_ca,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,THD_rollstd,is_current_surge,dIc_dt,Vb_rollstd,dVa_dt,Iref,dVb_dt,Vb_rollmean,THD_rollmean,Power_factor"
20.0,100.0,0.1,5,2560.6356369639007,39,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ia,Idiff_ab,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Vb,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,dVc_dt,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,dIa_dt,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_zero_current"
20.0,100.0,0.1,10,2407.162870843705,39,"Apparent_Power,dImean_dt,Iref_error,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Ib_rollstd,Vc,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,is_current_imbalanced,dIb_dt,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,dVb_dt,Va_rollmean,dIref_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,100.0,0.1,15,2582.255770342307,38,"Apparent_Power,dImean_dt,Iref_error,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Va,Ic_rollstd,Idiff_ca,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,is_current_surge,dIc_dt,dVc_dt,Vb_rollstd,Iref,dVb_dt,Va_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,100.0,0.1,20,1831.4462657924623,38,"dImean_dt,Iref_error,Ia_rollmean,Ib,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Ib_rollstd,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,dIc_dt,dVc_dt,Iref,dVb_dt,Va_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,100.0,0.1,25,3119.451015818127,41,"Apparent_Power,dImean_dt,Iref_error,Ia_rollmean,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Ib_rollstd,Vb,Va,Idiff_bc,Ia_rollstd,Vdiff_ab,THD,Vdiff_bc,Vstd,dIb_dt,is_current_surge,Iref,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
20.0,100.0,0.1,30,2392.1010925306637,47,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ia,Ib,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Iref_rollstd,Vb,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,dVc_dt,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
20.0,100.0,0.5,5,2043.8229487504827,36,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Iref_rollmean,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Ib_rollstd,Vb,Va,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,dVc_dt,Iref,dVb_dt,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,100.0,0.5,10,1596.6507615118564,35,"dImean_dt,Iref_error,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Vc,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ca,Vstd,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,dIc_dt,Vb_rollstd,dVa_dt,Iref,dVb_dt,dIref_dt,THD_rollmean,dTHD_dt,Va_rollstd,Ia_Ib_ratio,dIa_dt,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,100.0,0.5,15,2424.3040480744553,33,"Apparent_Power,dImean_dt,Iref_error,Imean,Iref_rollmean,Idiff_ab,Power_VbIb,Power_VcIc,Iref_rollstd,Ib_rollstd,Vb,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vdiff_bc,Vstd,dIb_dt,is_current_surge,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,is_voltage_spike_ab,is_voltage_spike_ca"
20.0,100.0,0.5,20,2145.3968251464144,37,"dImean_dt,Iref_error,Ib_rollmean,Iref_rollmean,Ib,Idiff_ab,Power_VbIb,Power_VaIa,Ib_rollstd,Vc,Idiff_bc,Ic_rollstd,Idiff_ca,Vdiff_ab,THD,Vdiff_ca,Vstd,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,dVb_dt,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca"
20.0,100.0,0.5,25,2420.4498391721213,35,"Apparent_Power,dImean_dt,Iref_error,Imean,Iref_rollmean,Ic,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Iref_rollstd,Ib_rollstd,Vb,Va,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,Vb_rollstd,dVb_dt,Vb_rollmean,THD_rollmean,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,100.0,0.5,30,2754.5519623239456,35,"Apparent_Power,dImean_dt,Iref_error,Ia_rollmean,Iref_rollmean,Ia,Ib,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Iref_rollstd,Ib_rollstd,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vstd,THD_rollstd,is_current_surge,Vb_rollstd,dVa_dt,Iref,Va_rollmean,dIref_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,100.0,1.0,5,1895.777967395322,35,"Iref_error,Ia_rollmean,Iref_rollmean,Ic,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Vb,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vdiff_bc,Vstd,is_THD_below_nominal,is_current_surge,Iref,Vc_rollmean,dVb_dt,Vb_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,100.0,1.0,10,1587.5981801596806,32,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ic,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Ib_rollstd,Vc,Va,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vstd,dIb_dt,is_current_surge,Vb_rollstd,Iref,dVb_dt,dIref_dt,THD_rollmean,dTHD_dt,Ia_Ib_ratio,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,100.0,1.0,15,2478.0117161687403,29,"Apparent_Power,Iref_error,Imean,Iref_rollmean,Ib,Power_VaIa,Vc,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,dVa_dt,Iref,Vc_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca"
20.0,100.0,1.0,20,2254.7806071532573,34,"Apparent_Power,dImean_dt,Iref_rollmean,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Vb,Vc,Ic_rollstd,Ia_rollstd,THD,Vdiff_bc,Vstd,is_current_imbalanced,dIb_dt,is_current_surge,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,100.0,1.0,25,2469.124510054788,38,"Apparent_Power,dImean_dt,Iref_error,Iref_rollmean,Ic,Ia,Idiff_ab,Istd,Power_VaIa,Power_VcIc,Vb,Ic_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,dIc_dt,dVc_dt,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,Va_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,100.0,1.0,30,3401.840433017464,39,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ia,Ib,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Iref_rollstd,Ib_rollstd,Vb,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ca,Vdiff_bc,Vstd,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,dVc_dt,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_zero_current"
20.0,100.0,2.0,5,610.9992541681469,33,"Apparent_Power,Iref_error,Imean,Ia_rollmean,Iref_rollmean,Ib,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,THD,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,Iref,Vc_rollmean,dVb_dt,Va_rollmean,THD_rollmean,Vc_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab"
20.0,100.0,2.0,10,1432.4889135513451,30,"Iref_error,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Power_VaIa,Iref_rollstd,Va,Idiff_bc,Idiff_ca,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,dVb_dt,THD_rollmean,dTHD_dt,Va_rollstd,Ia_Ib_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca"
20.0,100.0,2.0,15,1846.3148376956801,30,"Apparent_Power,Iref_rollmean,Ia,Ib,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Vb,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vstd,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,Iref,Va_rollmean,THD_rollmean,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
20.0,100.0,2.0,20,2793.695029612613,27,"Apparent_Power,Iref_error,Ic_rollmean,Ib_rollmean,Iref_rollmean,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,is_current_surge,Vb_rollstd,Iref,Va_rollmean,THD_rollmean,Va_rollstd,Ib_Ic_ratio,is_zero_Iref,is_voltage_spike_ca,is_zero_current"
20.0,100.0,2.0,25,2972.931079507802,29,"Apparent_Power,Iref_rollmean,Ib,Istd,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Vb,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,is_THD_below_nominal,is_current_surge,dIc_dt,dVb_dt,Vb_rollmean,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_bc,is_zero_current"
20.0,100.0,2.0,30,3696.007424339392,36,"Apparent_Power,dImean_dt,Iref_error,Ia_rollmean,Ia,Ib,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Iref_rollstd,Ib_rollstd,Va,Idiff_bc,Ic_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,dVa_dt,Iref,Vc_rollmean,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc"
20.0,100.0,5.0,5,-1745.4862148308964,25,"Apparent_Power,dImean_dt,Iref_error,Imean,Ib_rollmean,Iref_rollmean,Ia,Power_VbIb,Va,Ia_rollstd,Vdiff_ab,Vdiff_bc,is_current_imbalanced,THD_rollstd,dIb_dt,dVa_dt,Vc_rollmean,Va_rollmean,dIref_dt,Ia_Ib_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor,is_zero_current"
20.0,100.0,5.0,10,211.38144178395157,24,"Iref_error,Imean,Ib_rollmean,Iref_rollmean,Ic,Ib,Idiff_ab,Power_VaIa,Power_VcIc,Iref_rollstd,Ic_rollstd,Vdiff_ca,Vstd,is_current_imbalanced,is_THD_below_nominal,Iref,Vb_rollmean,THD_rollmean,Vc_rollstd,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca"
